"Online.boarding","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Inflight.entertainment","Leg.room.service","Checkin.service","On.board.service","Ease.of.Online.booking","satisfaction"
4,2898,4,1,4,4,2,4,1,"neutral or dissatisfied"
0,937,0,5,1,3,5,5,0,"satisfied"
3,1652,4,4,5,5,5,5,4,"satisfied"
0,102,0,5,3,3,1,4,0,"satisfied"
3,425,3,0,4,4,1,3,3,"neutral or dissatisfied"
1,297,1,1,2,2,4,3,1,"neutral or dissatisfied"
4,417,4,4,3,5,3,4,4,"neutral or dissatisfied"
5,386,5,5,4,4,3,4,5,"satisfied"
2,1452,3,1,3,3,1,3,5,"neutral or dissatisfied"
3,1195,2,5,1,2,4,1,2,"neutral or dissatisfied"
5,1400,5,2,5,3,2,1,2,"satisfied"
2,261,2,4,2,3,5,1,2,"neutral or dissatisfied"
1,253,2,4,3,5,2,2,1,"neutral or dissatisfied"
5,1076,2,5,5,3,4,3,2,"satisfied"
2,588,2,3,5,2,1,4,2,"neutral or dissatisfied"
1,746,1,1,2,2,2,1,1,"neutral or dissatisfied"
4,431,1,2,1,1,4,1,2,"neutral or dissatisfied"
2,733,2,5,2,2,4,2,5,"neutral or dissatisfied"
5,1235,3,3,5,5,5,5,3,"satisfied"
1,199,5,5,4,4,3,4,5,"satisfied"
2,1167,2,2,2,4,2,2,2,"neutral or dissatisfied"
5,248,3,3,5,5,5,5,3,"satisfied"
4,1460,2,2,4,5,5,4,2,"satisfied"
1,642,1,1,5,4,3,3,1,"neutral or dissatisfied"
3,1598,3,5,3,4,3,5,3,"neutral or dissatisfied"
4,395,4,0,2,3,3,1,4,"neutral or dissatisfied"
4,341,3,4,5,1,1,4,4,"neutral or dissatisfied"
5,594,5,4,5,3,1,4,5,"satisfied"
2,2308,2,2,5,5,3,5,3,"satisfied"
4,1680,2,4,2,2,2,2,4,"neutral or dissatisfied"
3,1972,2,4,2,1,4,2,4,"neutral or dissatisfied"
3,109,3,2,4,2,1,1,3,"neutral or dissatisfied"
3,2065,3,5,4,3,3,4,3,"neutral or dissatisfied"
2,946,2,3,2,4,1,3,3,"neutral or dissatisfied"
4,2586,2,4,5,3,4,3,2,"neutral or dissatisfied"
3,460,3,3,5,3,4,3,3,"neutral or dissatisfied"
4,483,4,4,4,1,4,3,4,"satisfied"
3,1399,1,5,1,1,2,1,5,"neutral or dissatisfied"
3,366,2,3,1,2,1,1,2,"neutral or dissatisfied"
4,338,3,3,2,3,2,2,3,"neutral or dissatisfied"
3,288,2,1,2,2,3,2,1,"neutral or dissatisfied"
3,280,1,1,2,1,4,2,1,"neutral or dissatisfied"
5,3754,4,4,4,4,5,4,4,"satisfied"
4,746,2,2,5,5,4,2,2,"neutral or dissatisfied"
1,419,1,1,5,1,3,4,1,"neutral or dissatisfied"
4,1744,3,4,5,4,2,2,4,"neutral or dissatisfied"
1,1744,1,1,4,2,3,3,1,"neutral or dissatisfied"
4,282,4,4,1,3,4,3,4,"satisfied"
5,993,5,5,1,5,3,1,5,"satisfied"
2,1674,2,5,2,4,2,3,5,"neutral or dissatisfied"
4,3401,4,4,4,4,4,4,1,"satisfied"
4,1041,4,4,2,4,5,5,4,"neutral or dissatisfied"
3,547,1,4,2,1,4,2,1,"neutral or dissatisfied"
2,1334,2,5,3,2,5,3,2,"neutral or dissatisfied"
3,678,3,3,1,5,3,3,3,"neutral or dissatisfied"
5,1517,2,2,4,4,5,4,3,"satisfied"
2,2292,1,1,5,5,1,5,1,"satisfied"
3,2627,3,5,3,2,2,4,5,"neutral or dissatisfied"
2,451,2,4,3,1,4,3,2,"neutral or dissatisfied"
5,1028,3,3,5,5,3,1,3,"satisfied"
1,2586,1,2,4,2,3,2,1,"neutral or dissatisfied"
5,569,5,5,5,3,2,4,5,"satisfied"
4,3610,5,5,4,4,4,4,5,"satisfied"
5,3124,2,2,4,5,5,3,2,"satisfied"
2,1979,2,2,2,3,4,3,2,"neutral or dissatisfied"
4,679,4,3,4,2,2,2,3,"satisfied"
3,1666,3,3,2,1,2,2,3,"neutral or dissatisfied"
2,2704,2,3,2,2,4,2,3,"neutral or dissatisfied"
2,356,2,4,4,5,2,2,2,"neutral or dissatisfied"
4,3524,2,2,2,2,4,2,2,"neutral or dissatisfied"
4,369,1,1,4,4,5,4,1,"satisfied"
5,1009,5,4,5,5,3,5,5,"satisfied"
4,3679,2,2,4,3,4,4,2,"satisfied"
1,271,1,4,1,1,3,3,4,"neutral or dissatisfied"
2,691,2,5,3,4,4,5,2,"neutral or dissatisfied"
5,2256,5,5,4,5,3,4,5,"satisfied"
4,130,3,3,3,3,4,3,3,"satisfied"
1,3116,0,5,2,2,5,2,0,"satisfied"
3,345,3,4,4,3,3,4,3,"neutral or dissatisfied"
1,451,5,5,5,5,5,5,2,"satisfied"
4,214,4,4,4,4,3,4,4,"satisfied"
3,685,3,3,1,4,5,5,3,"neutral or dissatisfied"
2,335,2,2,2,5,3,4,5,"neutral or dissatisfied"
2,287,1,1,3,1,2,3,1,"neutral or dissatisfied"
3,236,1,2,1,1,2,1,2,"neutral or dissatisfied"
2,2409,2,4,2,2,1,2,1,"neutral or dissatisfied"
4,1121,4,4,5,5,4,5,4,"satisfied"
4,2024,4,4,4,3,3,5,4,"satisfied"
4,2501,3,3,4,3,5,4,3,"satisfied"
4,1337,3,3,4,4,5,5,3,"satisfied"
5,3235,2,2,5,4,5,5,2,"satisfied"
4,651,3,4,2,3,5,4,4,"neutral or dissatisfied"
3,1618,3,3,4,4,3,4,3,"satisfied"
5,1145,4,5,2,2,5,3,5,"satisfied"
2,849,2,2,5,5,5,5,2,"neutral or dissatisfied"
5,954,5,4,5,5,1,5,4,"satisfied"
1,1400,2,2,4,4,4,4,2,"satisfied"
3,2911,1,1,5,5,4,5,1,"satisfied"
3,1015,1,2,3,1,4,3,1,"neutral or dissatisfied"
3,196,3,1,2,3,2,3,3,"neutral or dissatisfied"
3,1362,3,5,2,4,5,5,3,"neutral or dissatisfied"
5,373,5,3,5,5,1,5,3,"satisfied"
4,2684,5,5,5,5,3,5,5,"satisfied"
2,590,1,4,1,1,1,1,4,"neutral or dissatisfied"
3,207,3,4,3,3,4,3,4,"neutral or dissatisfied"
5,1913,3,3,4,4,3,4,2,"satisfied"
3,1165,3,3,3,4,1,3,3,"neutral or dissatisfied"
3,907,2,2,1,4,3,5,2,"neutral or dissatisfied"
5,1214,5,5,1,4,5,4,5,"satisfied"
0,177,2,5,4,5,5,3,0,"neutral or dissatisfied"
3,1075,3,1,3,4,2,2,1,"neutral or dissatisfied"
3,1197,3,3,3,4,3,3,3,"neutral or dissatisfied"
1,316,3,0,5,5,1,4,4,"neutral or dissatisfied"
2,2588,2,1,3,4,2,3,1,"neutral or dissatisfied"
5,1703,1,1,2,2,4,2,1,"satisfied"
0,175,3,4,5,3,2,3,0,"neutral or dissatisfied"
4,1448,4,4,4,5,2,1,4,"satisfied"
4,2990,2,5,2,2,4,2,5,"neutral or dissatisfied"
1,1416,2,5,2,1,1,3,2,"neutral or dissatisfied"
1,997,1,2,1,1,1,4,2,"neutral or dissatisfied"
4,550,3,3,2,2,3,2,3,"satisfied"
4,1017,4,3,4,4,3,3,3,"neutral or dissatisfied"
5,431,5,2,3,5,4,3,5,"satisfied"
3,1068,3,5,3,5,5,4,3,"neutral or dissatisfied"
5,533,2,2,5,4,4,5,2,"satisfied"
4,1685,4,4,3,3,3,3,4,"satisfied"
2,181,2,2,5,4,4,4,2,"neutral or dissatisfied"
5,927,5,3,1,5,5,4,5,"satisfied"
4,1838,2,2,4,4,3,4,1,"satisfied"
1,1869,4,4,4,4,2,4,4,"satisfied"
4,1123,4,4,2,5,2,4,4,"neutral or dissatisfied"
5,302,1,4,4,5,4,3,5,"neutral or dissatisfied"
5,1045,1,1,3,4,3,3,1,"satisfied"
0,558,0,4,5,4,5,5,0,"satisfied"
3,458,3,1,3,4,2,3,1,"neutral or dissatisfied"
0,438,0,0,4,4,3,4,0,"satisfied"
3,1121,3,5,4,2,5,5,3,"neutral or dissatisfied"
3,261,1,1,3,3,3,4,1,"neutral or dissatisfied"
3,780,3,3,4,5,4,4,3,"neutral or dissatisfied"
4,3714,5,5,5,5,4,5,5,"satisfied"
5,547,5,2,5,2,1,3,5,"satisfied"
5,849,2,2,5,5,4,5,2,"satisfied"
4,1475,4,4,4,5,3,5,4,"neutral or dissatisfied"
4,471,1,3,4,3,5,3,1,"satisfied"
4,848,5,5,4,5,3,1,5,"satisfied"
4,1076,2,2,4,5,2,3,2,"satisfied"
4,541,5,5,4,4,4,4,5,"satisfied"
5,1089,1,1,4,4,4,4,1,"satisfied"
4,610,4,4,5,4,4,5,4,"neutral or dissatisfied"
1,1448,2,2,4,4,2,4,2,"satisfied"
4,3359,1,1,5,5,4,5,1,"satisfied"
0,605,0,3,1,4,5,3,0,"satisfied"
4,2320,3,3,3,5,3,3,3,"satisfied"
3,236,4,2,1,5,2,1,3,"neutral or dissatisfied"
5,508,0,5,2,1,5,1,0,"satisfied"
4,2599,1,1,4,4,4,4,5,"satisfied"
4,1701,2,1,2,2,4,2,1,"neutral or dissatisfied"
4,2511,4,4,4,4,4,4,4,"satisfied"
5,2556,3,3,4,3,5,4,3,"satisfied"
5,1482,5,5,2,3,3,3,5,"satisfied"
4,989,4,4,5,1,2,2,4,"satisfied"
1,909,1,3,4,2,2,1,1,"neutral or dissatisfied"
5,1129,3,3,1,4,3,2,3,"neutral or dissatisfied"
3,447,4,3,2,2,5,4,3,"satisfied"
4,2687,4,4,4,4,3,4,4,"satisfied"
4,756,1,5,1,1,5,1,1,"neutral or dissatisfied"
4,569,3,2,2,2,4,1,4,"neutral or dissatisfied"
1,1027,1,5,3,4,5,3,1,"neutral or dissatisfied"
4,3377,2,2,5,5,5,5,2,"satisfied"
1,500,1,2,1,5,1,4,2,"neutral or dissatisfied"
1,462,3,3,4,4,3,4,4,"satisfied"
4,812,4,4,4,2,4,4,4,"satisfied"
2,1050,2,4,5,3,4,4,2,"neutral or dissatisfied"
3,192,3,4,2,3,4,3,3,"neutral or dissatisfied"
2,198,2,2,4,4,2,3,2,"neutral or dissatisfied"
3,2556,3,3,1,5,5,4,3,"neutral or dissatisfied"
5,1525,4,4,4,5,5,4,4,"satisfied"
3,692,3,4,1,2,3,5,3,"neutral or dissatisfied"
5,2400,2,2,2,2,3,2,2,"satisfied"
5,912,4,4,2,5,5,5,5,"satisfied"
3,672,4,4,4,4,2,4,4,"neutral or dissatisfied"
3,558,3,5,2,2,5,5,3,"neutral or dissatisfied"
1,605,1,5,2,4,4,4,1,"neutral or dissatisfied"
4,3040,4,4,4,4,1,3,4,"satisfied"
4,2005,2,3,2,2,2,2,3,"neutral or dissatisfied"
5,3427,1,1,5,5,5,5,1,"satisfied"
4,850,2,5,4,4,2,3,2,"neutral or dissatisfied"
4,551,1,2,1,1,4,1,1,"neutral or dissatisfied"
3,3223,2,5,2,3,1,2,5,"neutral or dissatisfied"
5,980,5,5,4,2,3,4,5,"satisfied"
3,322,3,3,3,5,3,4,3,"neutral or dissatisfied"
4,835,4,4,4,4,3,4,2,"satisfied"
4,1104,4,5,4,5,3,5,5,"satisfied"
4,986,1,2,3,3,5,3,1,"satisfied"
5,1208,3,3,5,4,4,5,3,"satisfied"
1,868,1,1,4,1,4,4,1,"neutral or dissatisfied"
4,632,1,1,3,4,3,3,1,"satisfied"
2,639,2,3,4,1,2,5,3,"satisfied"
1,679,1,4,2,3,5,5,1,"neutral or dissatisfied"
2,429,2,1,5,2,4,5,2,"neutral or dissatisfied"
3,2422,3,3,3,5,5,3,3,"satisfied"
2,231,2,4,2,4,4,3,2,"neutral or dissatisfied"
1,1541,1,5,4,3,3,4,1,"neutral or dissatisfied"
5,1908,4,4,3,3,4,3,4,"satisfied"
3,373,3,3,2,4,5,3,3,"neutral or dissatisfied"
4,2187,5,5,4,4,4,4,5,"satisfied"
1,453,1,5,3,4,5,3,1,"neutral or dissatisfied"
2,234,2,1,2,2,1,4,1,"neutral or dissatisfied"
2,429,2,2,2,5,3,1,2,"neutral or dissatisfied"
1,190,4,5,4,4,3,4,4,"satisfied"
4,2244,3,2,3,3,4,3,2,"neutral or dissatisfied"
5,601,5,5,5,5,4,5,5,"satisfied"
4,3837,5,5,4,5,5,4,5,"satisfied"
3,488,3,4,1,1,4,2,3,"neutral or dissatisfied"
5,1506,3,3,4,4,3,4,3,"satisfied"
3,210,2,2,4,2,4,4,2,"neutral or dissatisfied"
2,2288,2,2,2,5,5,4,2,"neutral or dissatisfied"
4,386,5,5,5,5,3,5,5,"satisfied"
3,1136,3,3,4,5,3,4,3,"neutral or dissatisfied"
5,2472,3,3,5,5,3,5,3,"satisfied"
2,546,2,4,5,2,4,5,2,"neutral or dissatisfied"
1,1620,1,1,2,4,4,3,1,"neutral or dissatisfied"
1,1080,1,5,2,3,3,3,1,"neutral or dissatisfied"
0,159,1,4,2,4,3,3,0,"neutral or dissatisfied"
4,3797,2,2,4,5,5,5,2,"satisfied"
3,1076,1,3,1,1,2,1,3,"neutral or dissatisfied"
5,240,3,4,4,3,4,4,3,"neutral or dissatisfied"
2,920,4,1,4,4,2,4,1,"neutral or dissatisfied"
2,357,2,0,2,5,3,4,2,"neutral or dissatisfied"
4,944,2,2,5,5,4,5,2,"satisfied"
1,948,1,1,3,1,2,4,1,"neutral or dissatisfied"
4,261,3,1,3,2,2,3,2,"neutral or dissatisfied"
5,258,5,4,4,1,4,4,5,"satisfied"
2,277,4,4,4,4,1,4,4,"satisfied"
3,2419,3,5,3,1,1,1,5,"neutral or dissatisfied"
1,1846,1,4,2,4,3,5,1,"neutral or dissatisfied"
5,2924,2,2,5,5,2,5,2,"satisfied"
5,3521,3,3,2,2,5,2,2,"satisfied"
4,2417,4,4,4,4,5,5,5,"satisfied"
2,164,2,5,3,5,5,3,2,"neutral or dissatisfied"
2,1086,2,2,1,3,1,2,2,"neutral or dissatisfied"
4,1947,3,3,4,4,3,4,3,"satisfied"
4,1538,3,3,3,3,4,3,3,"satisfied"
2,731,2,2,2,3,2,1,2,"neutral or dissatisfied"
4,743,1,4,1,1,5,1,1,"neutral or dissatisfied"
4,2257,3,1,4,4,4,4,3,"satisfied"
0,77,3,4,4,3,5,4,0,"neutral or dissatisfied"
4,1768,2,2,4,4,5,4,2,"satisfied"
1,239,1,5,5,3,4,3,1,"neutral or dissatisfied"
3,756,4,5,3,4,1,3,5,"neutral or dissatisfied"
1,813,1,1,5,2,3,4,1,"neutral or dissatisfied"
4,236,3,3,4,4,3,4,3,"satisfied"
2,2165,2,2,3,5,3,3,2,"neutral or dissatisfied"
1,257,1,1,5,5,4,2,1,"neutral or dissatisfied"
1,641,1,5,5,4,3,5,1,"neutral or dissatisfied"
4,2052,2,2,3,2,5,3,2,"satisfied"
4,2092,3,3,3,4,5,3,3,"satisfied"
3,352,4,1,4,4,1,4,1,"satisfied"
0,189,2,5,4,2,4,5,0,"neutral or dissatisfied"
3,1111,1,1,5,5,3,5,1,"satisfied"
4,1547,1,2,4,1,4,4,1,"neutral or dissatisfied"
2,925,2,4,2,2,1,1,3,"neutral or dissatisfied"
3,2583,4,4,2,2,3,2,5,"satisfied"
3,362,3,5,1,3,4,3,3,"neutral or dissatisfied"
1,819,2,2,2,4,1,1,2,"neutral or dissatisfied"
0,164,1,4,5,2,3,4,0,"neutral or dissatisfied"
2,937,2,4,4,4,3,5,2,"neutral or dissatisfied"
1,337,2,3,3,3,1,3,3,"neutral or dissatisfied"
2,2260,2,5,2,1,2,3,5,"neutral or dissatisfied"
1,331,5,3,5,5,1,5,3,"satisfied"
3,3709,1,3,1,1,2,1,3,"neutral or dissatisfied"
3,1346,3,5,2,3,3,5,3,"neutral or dissatisfied"
3,551,3,1,3,3,2,3,3,"neutral or dissatisfied"
1,429,1,4,3,1,1,1,1,"neutral or dissatisfied"
2,229,2,4,3,2,3,3,2,"neutral or dissatisfied"
1,338,1,5,2,5,5,4,1,"neutral or dissatisfied"
4,223,3,3,4,4,5,4,3,"satisfied"
4,533,3,3,1,1,3,4,4,"neutral or dissatisfied"
3,3528,3,4,3,3,3,5,4,"neutral or dissatisfied"
1,936,2,4,2,3,1,2,4,"neutral or dissatisfied"
5,3605,1,1,3,3,3,3,1,"satisfied"
2,2142,1,1,5,5,2,5,1,"satisfied"
5,139,4,5,2,4,5,2,4,"satisfied"
3,1119,3,5,4,5,3,4,3,"neutral or dissatisfied"
1,666,1,1,2,2,1,1,1,"neutral or dissatisfied"
4,362,4,0,4,4,5,5,4,"satisfied"
5,187,2,4,3,4,5,4,2,"neutral or dissatisfied"
5,719,3,4,2,3,5,2,3,"neutral or dissatisfied"
4,370,4,1,4,2,4,4,4,"neutral or dissatisfied"
3,347,3,4,3,3,5,5,3,"neutral or dissatisfied"
4,829,2,2,4,4,5,4,2,"satisfied"
5,628,2,5,3,2,5,3,2,"neutral or dissatisfied"
4,844,5,5,5,2,3,1,5,"satisfied"
4,634,4,4,4,5,5,4,4,"satisfied"
5,238,0,0,1,1,1,1,0,"satisfied"
4,431,3,1,3,3,4,2,1,"neutral or dissatisfied"
5,309,5,1,5,3,4,5,1,"satisfied"
4,2392,5,5,4,4,5,4,5,"satisfied"
5,1911,5,5,4,4,2,4,4,"satisfied"
2,645,2,1,3,1,4,2,2,"neutral or dissatisfied"
1,990,1,4,2,2,4,4,1,"neutral or dissatisfied"
5,1121,5,0,3,5,5,5,5,"satisfied"
3,306,3,1,3,4,3,4,3,"neutral or dissatisfied"
4,980,4,3,2,2,4,2,4,"neutral or dissatisfied"
2,624,2,4,2,4,1,1,2,"neutral or dissatisfied"
4,3482,2,2,5,5,3,5,2,"satisfied"
3,991,3,5,4,3,5,4,3,"neutral or dissatisfied"
4,581,4,5,5,4,4,5,4,"neutral or dissatisfied"
3,2640,5,5,4,4,5,4,5,"satisfied"
3,170,3,1,3,3,1,4,3,"neutral or dissatisfied"
5,999,5,1,1,3,3,1,5,"satisfied"
3,466,3,5,2,4,3,4,5,"neutral or dissatisfied"
2,1798,2,4,2,1,4,4,5,"neutral or dissatisfied"
2,283,2,2,1,5,4,4,2,"satisfied"
1,2162,1,4,1,3,1,1,2,"neutral or dissatisfied"
5,2406,5,5,5,5,3,5,5,"satisfied"
4,1086,2,2,5,5,3,5,2,"satisfied"
3,2475,3,2,1,4,3,1,3,"neutral or dissatisfied"
4,2500,3,3,3,4,5,3,3,"satisfied"
1,271,1,1,1,4,2,1,2,"neutral or dissatisfied"
1,641,1,5,1,2,3,3,1,"neutral or dissatisfied"
5,285,5,5,4,4,3,4,5,"satisfied"
4,374,4,3,4,1,2,3,3,"satisfied"
1,230,1,4,1,2,4,1,4,"neutral or dissatisfied"
3,224,3,3,2,5,5,4,3,"neutral or dissatisfied"
4,1400,1,1,4,4,3,3,1,"satisfied"
1,2704,1,1,4,4,1,4,4,"satisfied"
1,209,1,1,1,5,2,1,1,"neutral or dissatisfied"
5,1916,4,4,5,5,3,5,4,"satisfied"
1,2586,1,5,1,1,2,1,3,"neutral or dissatisfied"
4,431,3,2,3,3,4,3,2,"neutral or dissatisfied"
4,466,3,3,5,1,4,4,4,"neutral or dissatisfied"
4,223,3,4,3,5,4,3,4,"neutral or dissatisfied"
4,447,3,5,2,3,4,2,3,"neutral or dissatisfied"
5,3926,3,3,4,4,4,4,2,"satisfied"
5,3926,2,2,4,4,4,4,4,"satisfied"
3,544,2,4,2,2,3,2,4,"neutral or dissatisfied"
5,1851,4,4,4,4,3,4,4,"satisfied"
3,937,3,5,5,3,4,1,3,"neutral or dissatisfied"
2,391,2,5,5,4,4,5,2,"neutral or dissatisfied"
3,1121,2,2,2,2,3,2,2,"neutral or dissatisfied"
1,101,1,2,2,1,2,3,1,"neutral or dissatisfied"
3,351,3,2,3,3,1,3,2,"neutral or dissatisfied"
4,2007,4,4,5,3,5,3,4,"neutral or dissatisfied"
3,1197,3,2,3,3,1,3,2,"neutral or dissatisfied"
1,802,1,5,3,2,1,2,1,"neutral or dissatisfied"
0,802,0,0,2,4,5,4,0,"satisfied"
5,2887,4,4,5,5,1,5,4,"satisfied"
4,1024,2,2,4,2,5,1,2,"satisfied"
4,3732,2,2,4,4,4,4,2,"satisfied"
3,997,3,0,3,3,4,3,3,"neutral or dissatisfied"
3,495,1,4,3,4,3,5,3,"neutral or dissatisfied"
5,250,5,2,5,5,5,5,1,"satisfied"
5,473,5,5,1,4,3,4,5,"satisfied"
1,174,1,4,2,3,3,3,1,"neutral or dissatisfied"
4,1379,2,1,2,2,3,2,5,"neutral or dissatisfied"
3,67,3,5,5,2,4,5,3,"neutral or dissatisfied"
2,1171,2,5,5,4,5,3,2,"neutral or dissatisfied"
3,1119,2,5,5,5,3,3,3,"neutral or dissatisfied"
4,986,2,2,3,4,5,3,2,"satisfied"
3,977,3,3,3,3,4,3,3,"neutral or dissatisfied"
3,1237,3,4,1,3,5,1,3,"neutral or dissatisfied"
5,258,3,1,4,4,3,4,3,"satisfied"
4,457,2,2,4,4,3,4,2,"satisfied"
3,965,3,2,3,4,1,2,2,"neutral or dissatisfied"
4,2296,4,4,3,5,4,4,4,"neutral or dissatisfied"
4,289,4,3,4,3,2,3,3,"satisfied"
1,834,1,3,1,3,3,2,3,"neutral or dissatisfied"
4,2105,2,3,5,2,3,5,2,"neutral or dissatisfied"
4,2868,2,2,5,5,5,5,2,"satisfied"
2,421,2,2,3,2,1,3,2,"neutral or dissatisfied"
4,1205,4,4,4,3,2,2,4,"neutral or dissatisfied"
4,3366,2,2,4,4,4,4,2,"satisfied"
3,331,4,5,3,4,2,3,5,"satisfied"
1,1744,1,5,3,4,5,5,1,"neutral or dissatisfied"
3,2771,0,0,3,3,3,3,0,"satisfied"
5,224,4,5,5,0,5,5,0,"neutral or dissatisfied"
5,3767,2,2,4,4,4,4,2,"satisfied"
4,395,4,5,3,3,5,5,4,"neutral or dissatisfied"
4,192,4,4,4,2,3,2,4,"satisfied"
2,510,2,4,3,3,5,3,2,"neutral or dissatisfied"
2,602,2,5,2,5,4,2,5,"neutral or dissatisfied"
4,588,1,1,2,2,4,2,2,"satisfied"
3,1927,2,2,2,2,5,2,2,"satisfied"
3,978,3,3,5,5,4,2,3,"neutral or dissatisfied"
2,327,2,3,4,3,3,4,2,"neutral or dissatisfied"
3,3665,1,5,3,3,2,3,5,"neutral or dissatisfied"
3,1119,3,4,3,2,4,4,3,"neutral or dissatisfied"
5,455,2,4,2,2,5,2,2,"neutral or dissatisfied"
4,909,4,5,4,4,2,5,4,"neutral or dissatisfied"
1,1506,1,3,3,3,4,3,1,"neutral or dissatisfied"
5,2128,2,2,4,4,5,4,2,"satisfied"
1,692,1,1,1,4,1,2,2,"neutral or dissatisfied"
5,2077,5,5,5,5,3,5,5,"satisfied"
4,481,4,4,3,3,4,4,4,"satisfied"
2,733,2,2,2,4,2,3,2,"neutral or dissatisfied"
3,134,3,3,5,2,1,3,3,"neutral or dissatisfied"
3,1504,2,4,2,2,3,2,4,"neutral or dissatisfied"
4,1726,4,4,2,3,3,5,4,"neutral or dissatisfied"
4,236,2,5,1,2,3,1,2,"neutral or dissatisfied"
2,2111,2,1,2,2,4,1,1,"neutral or dissatisfied"
0,189,0,4,3,4,4,5,0,"satisfied"
1,368,1,3,1,5,2,4,3,"neutral or dissatisfied"
3,787,4,4,4,4,2,4,4,"satisfied"
4,236,4,4,2,5,3,1,4,"neutral or dissatisfied"
5,214,5,4,5,2,3,4,4,"satisfied"
4,2579,3,3,4,4,5,4,3,"satisfied"
5,221,3,3,5,5,4,5,3,"satisfied"
5,544,5,5,5,4,3,4,2,"satisfied"
4,237,2,4,2,2,5,2,2,"neutral or dissatisfied"
2,594,2,4,5,2,4,4,2,"neutral or dissatisfied"
1,369,1,4,3,2,3,4,1,"neutral or dissatisfied"
3,569,3,3,5,5,3,5,3,"neutral or dissatisfied"
3,1635,3,2,3,1,3,4,2,"neutral or dissatisfied"
2,907,2,2,4,3,4,4,2,"neutral or dissatisfied"
4,2165,2,2,3,3,4,3,2,"satisfied"
4,2051,1,1,4,4,4,4,1,"satisfied"
4,602,4,4,5,3,3,4,4,"neutral or dissatisfied"
5,484,5,4,1,4,1,1,5,"satisfied"
5,308,5,4,4,5,3,1,5,"satisfied"
4,373,4,5,4,2,5,2,5,"satisfied"
1,1220,5,5,5,5,3,5,5,"satisfied"
2,944,1,2,2,3,2,5,1,"neutral or dissatisfied"
4,950,4,4,2,5,4,3,4,"satisfied"
3,657,3,4,2,4,4,3,3,"neutral or dissatisfied"
3,867,3,5,1,5,5,3,3,"neutral or dissatisfied"
1,179,2,4,2,2,2,2,4,"neutral or dissatisfied"
5,1042,4,4,1,4,1,1,4,"neutral or dissatisfied"
4,628,3,3,4,5,5,4,3,"satisfied"
2,1134,3,4,2,2,5,5,2,"neutral or dissatisfied"
4,507,4,1,4,4,1,1,1,"neutral or dissatisfied"
2,1616,2,2,4,4,5,4,2,"neutral or dissatisfied"
4,1222,4,4,4,2,3,2,4,"satisfied"
1,907,2,4,2,4,3,5,1,"neutral or dissatisfied"
2,545,2,2,3,5,4,4,2,"neutral or dissatisfied"
4,109,3,0,4,3,4,4,3,"neutral or dissatisfied"
5,1521,1,1,2,2,5,2,1,"satisfied"
4,2722,1,1,4,5,5,3,1,"satisfied"
3,997,3,3,1,4,4,5,3,"neutral or dissatisfied"
5,1376,2,2,1,2,5,2,2,"neutral or dissatisfied"
2,451,2,5,2,2,5,4,5,"satisfied"
3,666,3,1,4,5,2,3,3,"neutral or dissatisfied"
4,964,4,4,5,5,4,2,4,"neutral or dissatisfied"
2,592,2,0,5,3,4,3,2,"neutral or dissatisfied"
3,589,3,2,4,3,1,3,3,"neutral or dissatisfied"
2,601,2,5,4,1,2,3,2,"neutral or dissatisfied"
4,315,4,4,4,4,5,2,4,"neutral or dissatisfied"
2,404,4,5,4,4,1,4,5,"satisfied"
4,237,2,4,2,2,3,2,4,"neutral or dissatisfied"
5,2938,4,4,5,5,3,5,4,"satisfied"
2,1259,2,5,5,5,4,4,2,"neutral or dissatisfied"
5,2704,1,1,3,4,5,5,2,"satisfied"
3,160,3,4,2,3,2,2,3,"neutral or dissatisfied"
2,719,2,4,3,3,3,3,2,"neutral or dissatisfied"
4,2714,3,3,4,4,3,4,5,"satisfied"
4,507,4,4,4,4,1,4,4,"satisfied"
4,3337,3,3,4,2,4,5,3,"satisfied"
4,1464,1,1,5,5,3,5,1,"satisfied"
5,1703,5,2,4,3,2,4,5,"satisfied"
4,1276,4,4,3,4,5,5,4,"satisfied"
1,584,1,1,1,5,4,1,1,"neutral or dissatisfied"
4,2586,4,4,5,3,4,4,4,"satisfied"
3,502,3,4,1,4,4,5,3,"neutral or dissatisfied"
2,402,2,1,2,5,2,3,2,"neutral or dissatisfied"
2,1087,2,2,4,3,3,2,2,"neutral or dissatisfied"
5,3558,5,5,5,1,4,1,5,"satisfied"
0,271,0,1,4,3,1,2,0,"satisfied"
4,1167,4,4,4,2,5,5,4,"satisfied"
5,302,4,4,3,4,5,3,4,"neutral or dissatisfied"
2,533,4,5,4,4,4,4,5,"satisfied"
2,2719,2,1,2,1,1,2,1,"neutral or dissatisfied"
5,1856,5,2,4,4,4,4,5,"satisfied"
5,2642,3,3,5,5,5,5,3,"satisfied"
2,1379,2,4,4,2,2,5,2,"neutral or dissatisfied"
2,116,2,2,5,5,1,1,2,"neutral or dissatisfied"
2,453,2,5,3,4,1,5,2,"neutral or dissatisfied"
4,1953,3,4,3,2,2,2,3,"satisfied"
3,1102,3,4,4,3,5,5,3,"neutral or dissatisfied"
4,678,2,5,2,2,4,2,5,"neutral or dissatisfied"
3,1009,3,4,1,5,5,5,3,"neutral or dissatisfied"
4,1834,5,5,4,4,3,4,5,"satisfied"
